"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"8450271","30087461190002501000000000S7","PANIFICADORA LA FLOR DE SAN PABLO",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","CAYETANO RODRIGUEZ BELTRAN","CALLE","NICOLAS BRAVO","CALLE","ALVARADO","CALLE","MORELOS","23",,,,,,"COLONIA","JACARANDAS",,,,"91000","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0001","Xalapa-Enríquez","0215","034",,,,"Fijo","19.52377412","-96.92004323","2019-11"
"4297778","30044461190000701000000000S6","PANIFICADORA LA FLOR DE TRIGO",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","CAMINO REAL 10","CALLE","DIECISEIS","CALLE","CATORCE","AVENIDA","DOCE",,"SN",,,,,"COLONIA","LOS FILTROS",,,,"94510","30","VERACRUZ DE IGNACIO DE LA LLAVE","044","Córdoba","0001","Córdoba","0010","003",,,,"Fijo","18.90274095","-96.93822753","2014-12"
"8818808","30120461190000081000000000S1","PANIFICADORA LA LOMA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","16 DE SEPTIEMBRE","CALLE","MORELOS","PRIVADA","NINGUNO","CALLE","VICENTE GUERRERO","0","SN",,,"0",,"BARRIO","RINCON",,,,"96330","30","VERACRUZ DE IGNACIO DE LA LLAVE","059","Chinameca","0001","Chinameca","0051","005",,,,"Fijo","18.01032676","-94.67037479","2019-11"
"4386655","30053461190000031000000000U9","PANIFICADORA LA PROVIDENCIA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","DOS","AVENIDA","UNO","AVENIDA","CUATRO","CALLE","CUATRO",,"SN",,,,,"COLONIA","CENTRO",,,,"94910","30","VERACRUZ DE IGNACIO DE LA LLAVE","053","Cuitláhuac","0001","Cuitláhuac","0096","003",,,,"Fijo","18.81409808","-96.72282534","2010-07"
"4402332","30118461190000081000000000U5","PANIFICADORA LOS ANGELES",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","PASEO LAS PALMAS","PRIVADA","2","CALLE","2","AVENIDA","3","22",,,,"0",,"COLONIA","AGRICOLA LIBRADO RIVERA",,,,"94380","30","VERACRUZ DE IGNACIO DE LA LLAVE","118","Orizaba","0001","Orizaba","0213","029",,,,"Fijo","18.83702684","-97.10186957","2010-07"
"4402930","30118461190000221000000000U7","PANIFICADORA LOS ANGELES EXPENDIO DE PAN",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","ORIENTE 12","CALLE","SUR 13","CALLE","SUR 15","AVENIDA","ORIENTE 14","539",,,,,,"COLONIA","ORIZABA CENTRO",,,,"94300","30","VERACRUZ DE IGNACIO DE LA LLAVE","118","Orizaba","0001","Orizaba","0228","028",,,,"Fijo","18.84496843","-97.09806408","2010-07"
"4399492","30109461190000051000000000S7","PANIFICADORA PERALTA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","MANUEL ACUÑA","CALLE","ZARAGOZA","PRIVADA","CONSTITUCION","CALLE","SALVADOR DÍAZ MIRÓN",,"SN",,,,,"COLONIA","MISANTLA CENTRO",,,,"93820","30","VERACRUZ DE IGNACIO DE LA LLAVE","109","Misantla","0001","Misantla","0337","023","2351131825",,,"Fijo","19.92788051","-96.85328388","2010-07"
"8004720","30061461190000241000000000S7","PANIFICADORA POZA RICA LA ESPECIAL DE LAS CHOAPAS",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","20 DE NOVIEMBRE","CALLE","PLAN DE AYALA","AVENIDA","HIDALGO","AVENIDA","HIDALGO","103",,,,,,"COLONIA","AGRARIA",,,,"96980","30","VERACRUZ DE IGNACIO DE LA LLAVE","061","Las Choapas","0001","Las Choapas","0774","026",,,,"Fijo","17.90781441","-94.09141029","2019-11"
"7242722","30053461190000191000000000U1","PANIFICADORA SAN JUAN",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","TRES","CALLE","TRES","CALLE","UNO","AVENIDA","CINCO",,"SN",,,,,"COLONIA","CENTRO",,,,"95915","30","VERACRUZ DE IGNACIO DE LA LLAVE","053","Cuitláhuac","0001","Cuitláhuac","0113","035","2711407422",,,"Fijo","18.81299718","-96.72228829","2019-11"
"4452339","30073461190000041000000000U6","PANIFICADORA SAN JUAN",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","COSTERA DEL GOLFO","CALLE","SIMON BOLIVAR","CALLE","INDEPENDENCIA","CALLE","PRINCIPAL","0","SN",,,"0",,"COLONIA","CENTRO",,,,"95850","30","VERACRUZ DE IGNACIO DE LA LLAVE","073","Hueyapan de Ocampo","0022","Juan Díaz Covarrubias","0328","013",,,,"Fijo","18.15964744","-95.18399","2010-07"
"4220552","30145461190000011000000000U5","PANIFICADORA SAN MARTIN",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","MELCHOR OCAMPO","CALLE","IGNACIO LOPEZ RAYON","CALLE","MARIANO ABASOLO","CALLE","5 DE MAYO",,"SN",,,,,"BARRIO","SAN JUDAS TADEO",,,,"96170","30","VERACRUZ DE IGNACIO DE LA LLAVE","145","Soconusco","0001","Soconusco","0085","006",,,,"Fijo","17.96378963","-94.88118825","2010-07"
"4274794","30087461190001251000000000U0","PANIFICADORA Y PASTELERIA GLORIA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","PRINCIPAL","CALLE","EL CALVARIO","PRIVADA","NINGUNO","CALLE","EL CALVARIO",,"SN",,,,,"COLONIA","EL CASTILLO",,,,"91210","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0018","El Castillo","1410","014",,,,"Fijo","19.54742029","-96.86408486","2014-12"
"9323690","30193461190002342000012345S2","PANISSIMO","GRUPO MAROÑO SA DE CV","461190","Comercio al por menor de otros alimentos","6 a 10 personas","AVENIDA","CUAHTEMOC","CALLE","ICAZO","CALLE","RAZ Y GUZMAN","CALLE","COSNTITUYENTES","1571",,,,,,"COLONIA","FORMANDO HOGAR",,,,,"30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","0129","034",,,,"Fijo","19.20169736","-96.15651182","2020-11"
"6411947","30193311812001691010012345S4","PANISSIMO","GRUPO MAROÑO SA DE CV","461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","J. B. LOBOS","CALLE","QUINCE","CALLE","CATORCE","CALLE","CAMPERO","0","SN",,,,,"COLONIA","POCITOS Y RIVERA",,,,"91729","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","0345","028",,"CONTABILIDADPANISSIMO@GMAIL.COM","WWW.PANISSIMO.COM.MX","Fijo","19.17517735","-96.15185295","2010-07"
"6411952","30193311812001711010012345S0","PANISSIMO","GRUPO MAROÑO SA DE CV","461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","CUAUHTÉMOC NORTE","AVENIDA","ALCOCER","CALLE","CONSTITUYENTES","CALLE","J B LOBOS","4269","A",,,,,"COLONIA","ORTIZ RUBIO",,,,"91700","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","0237","027",,"CONTABILIDADPANISSIMO@GMAIL.COM","WWW.PANISSIMO.COM.MX","Fijo","19.18078976","-96.14186587","2010-07"
"6411953","30193311812001741010012345S7","PANISSIMO","GRUPO MAROÑO SA DE CV","461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","SALVADOR DÍAZ MIRÓN","CALLE","MARCELINO TUERO MOLINA","CALLE","ORIZABA","AVENIDA","LA FRAGUA","1698",,,,"4",,"COLONIA","IGNACIO ZARAGOZA",,,,"91800","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","0415","006",,"CONTABILIDADPANISSIMO@GMAIL.COM","WWW.PANISSIMO.COM.MX","Fijo","19.17865503","-96.1345904","2010-07"
"7752935","30080461190000061000000000U9","PANMADERIA SIN NOMBRE",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","CENTENARIO","CALLE","16 DE SEPTIEMBRE","CALLE","LEANDRO VALLE","AVENIDA","RECREO","0","SN",,,"0",,"COLONIA","CENTRO",,,,"94180","30","VERACRUZ DE IGNACIO DE LA LLAVE","080","Ixhuatlán del Café","0001","Ixhuatlán del Café","0040","002",,,,"Fijo","19.05026651","-96.97987275","2019-11"
"8130267","30071461190000421000000000M4","PAPAS FRITAS",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","2 PONIENTE","CALLE","4 NORTE","CALLE","6 NORTE","AVENIDA","1 PONIENTE","626","B",,,,,"COLONIA","HUATUSCO DE CHICUELLAR CENTRO",,,,"94100","30","VERACRUZ DE IGNACIO DE LA LLAVE","071","Huatusco","0001","Huatusco de Chicuellar","0041","011",,,,"Fijo","19.15141298","-96.96667231","2019-11"
"4291662","30138461190000361000000000U9","PAPAS FRITAS",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","GENERAL E. ZAPATA","CALLE","17 DE MAYO","CALLE","LIBERTAD","CALLE","JOSÉ MARÍA PINO SUÁREZ","24",,,,,,"COLONIA","AGRARIA",,,,"94732","30","VERACRUZ DE IGNACIO DE LA LLAVE","138","Río Blanco","0001","Río Blanco","0201","013",,,,"Fijo","18.84064961","-97.13175616","2014-12"
"8057968","30040461190000161000000000U1","PAPAS FRITAS PEREZ",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CARRETERA","CARRETERA A SAN ANDRES","AVENIDA","AVENIDA DE LAS SECOYAS","CALLE","PRIMERA NORTE","CALLE","NINGUNO","0","SN",,,"0",,"FRACCIONAMIENTO","14 DE MARZO",,,,"93162","30","VERACRUZ DE IGNACIO DE LA LLAVE","040","Coatzintla","0001","Coatzintla","0346","007","7828193211",,,"Semifijo","20.48860766","-97.46090689","2019-11"
"7242361","30053461190000171000000000U3","PAPAS LOKAS",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","CUATRO","CALLE","TRES","CALLE","UNO","OTRO (ESPECIFIQUE)","NINGUNO",,"SN",,,,,"COLONIA","CUITLAHUAC CENTRO",,,,"94915","30","VERACRUZ DE IGNACIO DE LA LLAVE","053","Cuitláhuac","0001","Cuitláhuac","0109","031","2711775065",,,"Fijo","18.8150778","-96.72198758","2019-11"
"8057198","30189461190000491000000000U7","PARQUE RIVEREÑO",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","BOULEVARD","MANUEL MAPLES ARCE","BOULEVARD","SIN REFERENCIAMANUEL MAPLES ARCE","CALLE","NINGUNA","CALLE","SIN REFERENCIA","0","SN",,,"0",,"COLONIA","LA CALZADA",,,,"92880","30","VERACRUZ DE IGNACIO DE LA LLAVE","189","Tuxpan","0001","Túxpam de Rodríguez Cano","0732","021",,,,"Fijo","20.94857798","-97.35451741","2019-11"
"9297856","30193461190002361000000000U2","PASEO VERTICHE","COMERICAL IAC SA DE CV","461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","INDEPENDENCIA","CALLE","FRANCISCO CANAL","CALLE","ESTEBAN MORALES","CALLEJON","FRANCISCO JAVIER CLAVIJERO","1560",,,,,,"COLONIA","CENTRO",,,,"91700","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","0218","023",,,,"Fijo","19.19700735","-96.13631543","2020-11"
"4481787","30016461190000011000000000U8","PASTELANDIA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","REVOLUCION PONIENTE","CALLE","JOSE CARDEL","CALLE","DOCTOR JUAN MARTINEZ","CALLE","JOSÉ AZUETA",,"SN",,,,,"COLONIA","CENTRO",,,,"91680","30","VERACRUZ DE IGNACIO DE LA LLAVE","016","La Antigua","0001","José Cardel","0105","022",,,,"Fijo","19.36970033","-96.37794892","2010-07"
"7640457","30038461190000591000000000U3","PASTELARIA LA TOGA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","MELCHOR OCAMPO","CALLE","PRIMERA SANTOS DEGOLLADO","CALLE","MIGUEL LERDO","CALLE","JOSÉ MARÍA MORELOS","1","A",,,,,"COLONIA","CENTRO",,,,"91500","30","VERACRUZ DE IGNACIO DE LA LLAVE","038","Coatepec","0001","Coatepec","0085","003",,,"WWW.LATOGAPASTELERIAFINA.COM","Fijo","19.45420213","-96.96029574","2019-11"
"4456927","30028461190000101000000000U2","PASTELERI JOMYJ",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","DONATO CASAS","CALLE","SALVADOR BON GONZALEZ","AVENIDA","EJERCITO MEXICANO (DE LAS AMERICAS)","CALLE","GENERAL MOLINA","7","A",,,,,"COLONIA","ADALBERTO TEJEDA",,,,"94297","30","VERACRUZ DE IGNACIO DE LA LLAVE","028","Boca del Río","0037","Veracruz","0182","014","2299270153",,,"Fijo","19.13884452","-96.11681624","2010-07"
"9208100","30193461190002081000000000U6","PASTELERIA AMBAR CARAMELO",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","LA FRAGUA","CALLE","MALIBRAN","CALLE","LOS TUXTLAS","CALLE","GENERAL MIGUEL ALEMÁN","1915",,,,,,"FRACCIONAMIENTO","MODERNO",,,,"91918","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","0415","041","2293028433",,,"Fijo","19.17116246","-96.13212961","2019-11"
"8128808","30038461190000711000000000U7","PASTELERIA AMORCITO CORAZON",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","CUAUHTEMOC","AVENIDA","JUAREZ","CALLE","ADOLFO L. SOSA","CALLE","HIDALGO","41","A",,,,,"COLONIA","LA PURISIMA",,,,"91500","30","VERACRUZ DE IGNACIO DE LA LLAVE","038","Coatepec","0001","Coatepec","0206","007",,,,"Fijo","19.45174533","-96.95951299","2019-11"
"4354261","30102461190000141000000000S1","PASTELERIA ANGELUS DULCES TENTACIONES",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","BOULEVARD","ALFINIO FLORES BELTRAN","CALLE","EMILIANO ZAPATA","CALLE","FRANCISCO VILLA","CALLE","VENUSTIANO CARRANZA","100",,,,,,"COLONIA","ADOLFO RUIZ CORTINES",,,,"93600","30","VERACRUZ DE IGNACIO DE LA LLAVE","102","Martínez de la Torre","0001","Martínez de la Torre","0266","056","2323244928",,"WWW.PASTELESANGELUS.COM","Fijo","20.06862359","-97.06182968","2010-07"
"9157205","30087461190002811000000000U0","PASTELERIA ANGY",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","VERACRUZ","CALLE","VERACRUZ","CALLE","GENERAL ADALBERTO TEJEDA","CALLE","ZEMPOALA","55",,,,"4",,"COLONIA","FRACCIONAMIENTO POMONA",,,,"91040","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0001","Xalapa-Enríquez","1355","030",,,,"Fijo","19.52896467","-96.90706002","2019-11"
"9042799","30010461190000261000000000U2","PASTELERIA ARCOIRIS",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","MIGUEL HIDALGO","CALLE","RAYON","CALLE","BENITO JUAREZ","CALLE","MIGUEL HIDALGO","28","C",,,,,"COLONIA","ALTOTONGA CENTRO",,,,"93700","30","VERACRUZ DE IGNACIO DE LA LLAVE","010","Altotonga","0001","Altotonga","0116","023",,,,"Fijo","19.76557686","-97.24520694","2019-11"
"8459861","30087461190002381000000000S4","PASTELERIA ARLEQUIN",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","CAMINO ANTIGUO A NAOLINCO","CALLE","INDEPENDENCIA","CALLE","MARINA MEXICANA","CALLE","ARMADA DE MÉXICO",,"SN",,,,,"COLONIA","CAMPO DE TIRO",,,,"91107","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0001","Xalapa-Enríquez","1980","020",,,,"Fijo","19.5675117","-96.9004445","2019-11"
"4383481","30108461190000331001000000S5","PASTELERIA ARLETT",,"461190","Comercio al por menor de otros alimentos","6 a 10 personas","CALLE","MIGUEL HIDALGO","CALLE","AGUSTIN DE ITURBIDE","CALLE","GUTIERREZ ZAMORA","CALLE","AGUSTÍN DE ITURBIDE","60",,,,,,"COLONIA","CENTRO",,,,"96700","30","VERACRUZ DE IGNACIO DE LA LLAVE","108","Minatitlán","0001","Minatitlán","1380","010",,,,"Fijo","17.98290081","-94.54292211","2010-07"
"7641029","30071461190000351000000000U3","PASTELERIA ASHLEY",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","2 PONIENTE","CALLE","4 NORTE","CALLE","2 NORTE","AVENIDA","4 PONIENTE",,"SN",,,,,"COLONIA","CENTRO",,,,"94100","30","VERACRUZ DE IGNACIO DE LA LLAVE","071","Huatusco","0001","Huatusco de Chicuellar","0107","030",,,,"Fijo","19.1512811","-96.96517409","2019-11"
"4348503","30082461190000031000000000U8","PASTELERIA AVELINOS",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","HIDALGO","CALLE","20 DE NOVIEMBRE","CALLEJON","JUAREZ","PRIVADA","JAVIER ALEGRE",,"SN",,,,,"COLONIA","FRANCISCO JAVIER ALEGRE",,,,"96365","30","VERACRUZ DE IGNACIO DE LA LLAVE","082","Ixhuatlán del Sureste","0001","Ixhuatlán del Sureste","0223","021",,,,"Fijo","18.01950735","-94.38852514","2014-12"
"8660739","30131461190000761000000000U5","PASTELERIA AZUCAR MORENA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","16 NORTE","CALLE","4 ORIENTE","CALLE","6 ORIENTE","CALLE","14 NORTE","22",,,,,,"COLONIA","OBRERA",,,,"93260","30","VERACRUZ DE IGNACIO DE LA LLAVE","131","Poza Rica de Hidalgo","0001","Poza Rica de Hidalgo","0234","009","7825288963",,,"Fijo","20.52676291","-97.45836459","2019-11"
"4236313","30102461190000071001000000U0","PASTELERIA AZUCAR Y SAL",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","PEDRO BELLI","CALLE","VICENTE GUERRERO","CALLE","JOSE MARIA MORELOS","OTRO (ESPECIFIQUE)","NINGUNO","212",,,,,,"COLONIA","MARTINEZ DE LA TORRE CENTRO",,,,"93600","30","VERACRUZ DE IGNACIO DE LA LLAVE","102","Martínez de la Torre","0001","Martínez de la Torre","0783","026",,,,"Fijo","20.06175802","-97.05315341","2010-07"
"4468344","30087461190001421000000000S9","PASTELERIA AZUL PASTEL",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","PASEO DE LAS ARAUCARIAS","CALLE","RAVEL","CALLE","CHOPIN","CALLE","MOZART",,"SN",,,,,"FRACCIONAMIENTO","INDECO ANIMAS",,,,"91190","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0001","Xalapa-Enríquez","0395","003",,"MAJOAZULPASTEL@GMAIL.COM","WWW.AZULPASTEL.COM.MX","Fijo","19.53064648","-96.89297339","2010-07"
"8102031","30131461190000721000000000S9","PASTELERIA BELINDA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","14 DE DICIEMBRE","CALLE","HERIBERTO KEHOE VICENT","BOULEVARD","ADOLFO RUIZ CORTINES","CALLE","10 ORIENTE","0","SN",,,"0",,"COLONIA","OBRERA",,,,"93260","30","VERACRUZ DE IGNACIO DE LA LLAVE","131","Poza Rica de Hidalgo","0001","Poza Rica de Hidalgo","0234","044",,,,"Fijo","20.52779796","-97.46261686","2019-11"
"4423426","30193461190000041000000000U2","PASTELERIA BESO DE ANGEL",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","MARIANO ARISTA","CIRCUITO","MIGUEL DE CERVANTES SAAVEDRA","CALLE","NINGUNO","CALLE","NINGUNO","4165","A",,,"0",,"CONDOMINIO","INFONAVIT CHIVERIA",,,,"91714","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","0862","027","2291589622",,,"Fijo","19.18340167","-96.16565765","2010-07"
"7623481","30193461190001821000000000U6","PASTELERIA BLESS",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","CUAUHTEMOC NORTE","CALLE","J. B. FLORES","CALLE","ARIZMENDI","CALLE","SANTO DOMINGO","1110",,,,"0",,"COLONIA","FORMANDO HOGAR",,,,"91897","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","0129","051",,"CUAHUTEMOC@NATURALBLESS.COM.MX","WWW.NATURALBLESS.COM.MX","Fijo","19.20473901","-96.15897189","2019-11"
"9143891","30206461190000171000000000S7","PASTELERIA BOUTIQUE D MARIA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLEJON","5 DE FEBRERO","CALLE","BENITO JUAREZ","CALLE","NICOLAS BRAVO","CALLE","PRINCIPAL","48",,,,,"SN","COLONIA","1° DE MAYO",,,,"96360","30","VERACRUZ DE IGNACIO DE LA LLAVE","206","Nanchital de Lázaro Cárdenas del Río","0001","Nanchital de Lázaro Cárdenas del Río","0171","020",,,,"Fijo","18.07119225","-94.41091972","2019-11"
"4373941","30138461190000061000000000U5","PASTELERIA CARRERA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","MEXICO","CALLE","NORTE 3","CALLE","NORTE 1","CALLE","PONIENTE 1","18",,,,,,"COLONIA","TENANGO DE RIO BLANCO CENTRO",,,,"94730","30","VERACRUZ DE IGNACIO DE LA LLAVE","138","Río Blanco","0001","Río Blanco","0150","042","2727274721",,,"Fijo","18.83301676","-97.15517549","2010-07"
"4366178","30030461190000041000000000U6","PASTELERIA CARRERA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","1 MIGUEL HIDALGO","CALLE","7   SALVADOR GONZALO GARCIA","CALLE","5   RAFAEL MORENO","AVENIDA","2   BENITO JUÁREZ","903",,,,,,"COLONIA","CENTRO",,,,"94740","30","VERACRUZ DE IGNACIO DE LA LLAVE","030","Camerino Z. Mendoza","0001","Ciudad Mendoza","0246","011",,,,"Fijo","18.80206325","-97.18306609","2010-07"
"4217010","30040461190000091000000000U0","PASTELERIA CARRUSEL",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","5 DE MAYO","AVENIDA","COATZINTLA","AVENIDA","ADOLFO LOPEZ MATEOS","CALLE","COATZINTLA","700",,,,"0",,"COLONIA","ADOLFO RUIZ CORTINEZ",,,,"93160","30","VERACRUZ DE IGNACIO DE LA LLAVE","040","Coatzintla","0001","Coatzintla","0191","003",,,,"Fijo","20.49009006","-97.47171918","2010-07"
"7770996","30138461190000491000000000S4","PASTELERIA CASERA LA DELICIOSA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","MEXICO","AVENIDA","OAXACA","CALLE","SUR 1","CALLE","PONIENTE 2","11",,,,,,"COLONIA","TENANGO DE RIO BLANCO CENTRO",,,,"94730","30","VERACRUZ DE IGNACIO DE LA LLAVE","138","Río Blanco","0001","Río Blanco","017A","029",,,,"Fijo","18.83312098","-97.15451861","2019-11"
"4453517","30028461190000193001000000S9","PASTELERIA CHAMPLITE COSTA VERDE","PASTELERIA CHAMPLITTE SA DE CV","461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALZADA","COSTA VERDE","CALLE","MAR BALTICO","CALLE","MAR DE ARABIA","CALLE","COSTA AZUL","428",,,,,,"FRACCIONAMIENTO","COSTA VERDE",,,,"94294","30","VERACRUZ DE IGNACIO DE LA LLAVE","028","Boca del Río","0037","Veracruz","0572","029",,,,"Fijo","19.16833309","-96.11831242","2010-07"
"8314315","30193461190001681000000000S4","PASTELERIA CHAMPLITTE","PASTELERIA CHAMPLITTE SA DE CV","461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","AUTOPISTA A VERACRUZ","CALLE","AZTECA","CALLE","NINGUNO","CALLE","NINGUNO","1",,"CENTRO Y PLAZA COMERCIAL","PISO 1",,"A","COLONIA","CENTRO","CENTRO Y PLAZA COMERCIAL","LA PLACITA","A","91697","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0087","Valente Díaz","1733","039",,,,"Fijo","19.1668177","-96.21873591","2019-11"
"8023088","30193461190001941000000000S2","PASTELERIA CHAMPLITTE","PASTELERIA CHAMPLITTE SA DE CV","461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALZADA","SIMON BOLIVAR","AVENIDA","20 DE NOVIEMBRE","CALLE","2 DE ABRIL","CALLE","PROFESORA LUZ NAVA","981","A",,,"0",,"COLONIA","IGNACIO ZARAGOZA",,,,"91910","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","042A","037",,,,"Fijo","19.1745114","-96.13014467","2019-11"
"8449649","30087461190002471000000000U3","PASTELERIA CHAMPLITTE","PASTELERIA CHAMPLITTE SA DE CV","461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","RAFAEL MURILLO VIDAL","PRIVADA","RIO JAMAPA","PRIVADA","RIO PANTEPEC","CALLE","ÁNGEL CARVAJAL BERNAL",,"SN",,,,,"COLONIA","DEL VALLE",,,,"91069","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0001","Xalapa-Enríquez","1336","018",,,,"Fijo","19.52147279","-96.90862181","2019-11"
"9026048","30193461190002151000037130S7","PASTELERIA CHAMPLITTE  MARIO MOLINA","PASTELERIA CHAMPLITTE SA DE CV","461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","MARIO MOLINA","CALLE","CONSTITUYENTES","AVENIDA","CUAUHTEMOC","CALLE","GUTIERREZ ZAMORA","1683","A",,,,,"COLONIA","CENTRO",,,,"91700","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","0186","018",,,,"Fijo","19.19193308","-96.14997747","2019-11"
"9026061","30087461190002891000037130S2","PASTELERIA CHAMPLITTE  XALAPA RUIZ CORTINEZ","PASTELERIA CHAMPLITTE SA DE CV","461190","Comercio al por menor de otros alimentos","0 a 5 personas","BOULEVARD","RUIZ CORTINEZ","CALLE","1 DE MAYO","CALLE","MELQUIADES RUIZ","CALLE","PEDRO  BENITEZ","2609",,,,,,"COLONIA","OBRERO CAMPESINA",,,,"91020","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0001","Xalapa-Enríquez","1105","037",,,,"Fijo","19.54752776","-96.93548595","2019-11"
"8305045","30028461190000602000037130S9","PASTELERIA CHAMPLITTE COSTA VERDE","PASTELERIA CHAMPLITTE SA DE CV","461190","Comercio al por menor de otros alimentos","6 a 10 personas","CALZADA","Costa Verde","CALLE","ARABIA","CALLE","MAR BALTICO","CALLE","Costa Azul","428",,,,"0",,"COLONIA","COSTA VERDE",,,,"94294","30","VERACRUZ DE IGNACIO DE LA LLAVE","028","Boca del Río","0037","Veracruz","0572","029",,,,"Fijo","19.16814575","-96.11826578","2019-11"
